level,question,all_answers,dummy_pool,sentence,translation,exam_info
Fundamental (1-600),fee,料金,"利益, 貯金, 給与",The entrance fee is five dollars.,入場料は5ドルです。,共通テスト
Fundamental (1-600),rate,割合、速度,"数量, 距離, 時間",The birth rate is decreasing.,出生率が低下している。,共通テスト
Fundamental (1-600),sign,兆候、記号,"秘密, 過去, 偽物",There is no sign of life here.,ここには生命の兆候がない。,共通テスト
Fundamental (1-600),service,奉仕、公共事業,"支配, 営業, 秘密",The city has a good bus service.,その市はバスの便（サービス）が良い。,共通テスト
Fundamental (1-600),advance,前進、進歩,"後退, 停止, 失敗",Great advances have been made.,大きな進歩が遂げられた。,共通テスト
Fundamental (1-600),laughter,笑い,"怒り, 悲しみ, 絶望",The room was filled with laughter.,部屋は笑いで満たされていた。,共通テスト
Fundamental (1-600),material,材料、資料,"精神, 道具, 結果",Wood is a common building material.,木材は一般的な建築材料だ。,共通テスト
Fundamental (1-600),industry,産業、工業,"農業, 遊び, 怠慢",The car industry is important.,自動車産業は重要だ。,共通テスト
Fundamental (1-600),attempt,試み,"成功, 拒絶, 終了",He failed in his attempt.,彼は試みに失敗した。,共通テスト
Fundamental (1-600),trade,貿易、商売,"農業, 遊び, 秘密",trade with other countries.,他国との貿易。,共通テスト
Fundamental (1-600),progress,進歩,"衰退, 停止, 過去",Science makes daily progress.,科学は日進月歩している。,共通テスト
Fundamental (1-600),excuse,言い訳,"真実, 理由, 成功",He made a poor excuse.,彼は下手な言い訳をした。,共通テスト
Fundamental (1-600),custom,習慣,"法律, 流行, 偶然",It is a Japanese custom.,それは日本の習慣だ。,共通テスト
Fundamental (1-600),passage,通路、（文章の）一節,"壁, 秘密, 終わり",Read this passage carefully.,この一節を注意深く読みなさい。,共通テスト
Fundamental (1-600),economy,経済,"政治, 遊び, 浪費",The world economy is changing.,世界経済は変化している。,共通テスト
Fundamental (1-600),track,足跡、小道,"目的地, 建物, 嘘",I followed the track of the deer.,私は鹿の足跡を追った。,共通テスト
Fundamental (1-600),transportation,交通機関,"建物, 秘密, 停止",Public transportation is convenient.,公共の交通機関は便利だ。,共通テスト
Fundamental (1-600),official,公務員、役人,"民間人, 学生, 犯罪者",He is a government official.,彼は政府の役人だ。,共通テスト
Fundamental (1-600),sight,視力、光景,"聴覚, 闇, 秘密",My sight is getting weak.,視力が弱まってきている。,共通テスト
Fundamental (1-600),taste,味、好み,"香り, 音, 感触",This soup has a good taste.,このスープは良い味がする。,共通テスト
Fundamental (1-600),range,範囲,"中心, 限界, 一点",A wide range of colors.,幅広い範囲の色。,共通テスト
Fundamental (1-600),appointment,約束、予約,"偶然, 秘密, 拒絶",I have an appointment at three.,3時に約束がある。,共通テスト
Fundamental (1-600),patient,患者,"医者, 看護師, 健康な人",The patient is getting better.,その患者は快方に向かっている。,共通テスト
Fundamental (1-600),project,計画,"偶然, 遊び, 過去",A new housing project.,新しい住宅計画。,共通テスト
Fundamental (1-600),favor,親切、お願い,"意地悪, 命令, 秘密",Can you do me a favor?,お願いを聞いてくれますか？,共通テスト
Fundamental (1-600),appearance,外見、出現,"内面, 秘密, 消失",Don't judge by appearance.,外見で判断するな。,共通テスト
Fundamental (1-600),risk,危険,"安全, 成功, 保証",It is a big risk.,それは大きなリスクだ。,共通テスト
Fundamental (1-600),benefit,利益、恩恵,"損害, 費用, 欠点",The benefits of modern medicine.,現代医学の恩恵。,共通テスト
Fundamental (1-600),resident,住民、居住者,"訪問者, 観光客, 浮浪者",The local residents are against the plan.,地元住民はその計画に反対している。,共通テスト
Fundamental (1-600),relative,親戚、相対的な,"友人, 隣人, 絶対的な",He has no relatives in this city.,彼にはこの街に親戚がいない。,共通テスト
Fundamental (1-600),region,地域、地方,"境界, 都会, 中心部",It is the coldest region in Japan.,そこは日本で最も寒い地域だ。,共通テスト
Fundamental (1-600),characteristic,特徴、特性,"欠点, 噂, 共通点",A unique characteristic of this animal.,この動物のユニークな特徴。,慶應義塾大
Fundamental (1-600),pain,痛み、苦痛,"喜び, 成功, 快感",He felt a sharp pain in his back.,彼は背中に鋭い痛みを感じた。,共通テスト
Fundamental (1-600),twin,双子の一方,"兄弟, 親子, 従兄弟",She is my twin sister.,彼女は私の双子の姉（妹）だ。,共通テスト
Fundamental (1-600),occasion,場合、機会、行事,"偶然, 過去, 目的地",On this special occasion.,この特別な機会（行事）に。,早稲田大
Fundamental (1-600),principle,原理、原則、主義,"感情, 偶然, 習慣",The basic principles of physics.,物理学の基本原理。,共通テスト
Fundamental (1-600),department,部門、学科、売り場,"会社, 市場, 組合",The sales department.,販売部門。,共通テスト
Fundamental (1-600),duty,義務、関税,"権利, 遊び, 趣味",It is my duty to help you.,あなたを助けるのが私の義務だ。,共通テスト
Fundamental (1-600),scene,場面、現場、景色,"過去, 偽物, 想像",The police arrived at the scene.,警察が現場に到着した。,共通テスト
Fundamental (1-600),jam,渋滞、詰め込み,"道路, 自由, 空間",A heavy traffic jam.,ひどい交通渋滞。,共通テスト
Fundamental (1-600),spirit,精神、魂、気分,"身体, 物質, 外見",The Olympic spirit.,オリンピック精神。,共通テスト
Fundamental (1-600),medium,媒体、手段、中間の,"終わり, 極端, 限界",English as a medium of communication.,意思疎通の媒体としての英語。,共通テスト
Fundamental (1-600),mass,集団、質量、多量,"個人, 欠点, 唯一",A mass of people gathered there.,大勢（集団）の人がそこに集まった。,立教大
Fundamental (1-600),audience,聴衆、観客,"著者, 演奏者, 敵",The audience enjoyed the concert.,聴衆はコンサートを楽しんだ。,共通テスト
Fundamental (1-600),element,要素、成分,"全体, 混合物, 終わり",Water is an essential element for life.,水は生命にとって不可欠な要素だ。,明治大
Fundamental (1-600),climate,気候,"天気, 嵐, 季節",The climate is getting warmer.,気候が温暖化している。,共通テスト
Fundamental (1-600),revolution,革命、回転,"平和, 停止, 伝統",The Industrial revolution.,産業革命。,共通テスト
Fundamental (1-600),quarter,4分の1、15分,"半分, 全部, 3分の1",It's a quarter past ten.,10時15分です。,共通テスト
Fundamental (1-600),furniture,家具,"道具, 建物, 家電",I bought some new furniture.,私は新しい家具をいくつか買った。,共通テスト
Fundamental (1-600),brain,脳、頭脳,"心臓, 筋肉, 骨格",The human brain is complex.,人間の脳は複雑だ。,共通テスト
Fundamental (1-600),atmosphere,雰囲気、大気,"地面, 沈黙, 騒音",A friendly atmosphere in the class.,クラスの親しみやすい雰囲気。,青山学院大
Fundamental (1-600),property,財産、特性,"借金, 損失, 負債",This land is private property.,この土地は私有財産だ。,共通テスト
Fundamental (1-600),reward,報酬、褒美,"罰, 損失, 義務",A reward for finding the dog.,犬を見つけたことへの報酬。,共通テスト
Fundamental (1-600),security,安全、警備,"危険, 自由, 不安",High levels of security.,高いレベルの警備。,共通テスト
Fundamental (1-600),delight,歓喜、大喜び,"悲しみ, 怒り, 絶望","To my great delight, I passed.",非常に嬉しいことに、合格した。,共通テスト
