question,option,answer,university,explanation,field
"The flooding that the hurricane caused was serious, but watchers had feared much worse. A bit farther north, and it (      ) the big cities.",has been hit/should have been hit/had hit/might have hit,might have hit,慶應義塾大,〈命令文/条件を表す副詞句 + and + 仮定法〉の応用形。「（もし進路が）もう少し北にズレていたら、大都市を襲っていたかもしれない」という、過去の事実に反する仮定法過去完了を表す。帰結節の形としてふさわしい〈might have + 過去分詞〉が正解。,４択問題
The situation of Japanese companies will worsen if the value of the yen does not fall from its current high level. The government must (      ) up measures to secure employment and stimulate the economy.,beat/fill/draw/stay,draw,慶應義塾大,後ろの up、および目的語の measures（対策）と結びつく動詞を選ぶ。〈draw up ~〉で「〜（計画や対策など）を作成する、立案する」という重要熟語。,４択問題
Sometimes we hold ourselves back simply because we are afraid of what others might think. Don’t let criticism (      ) in the way of your creativity.,get/bring/show/take,get,慶應義塾大,使役動詞 let の語法〈let + 目的語 + 原形動詞〉に加え、〈get in the way of ~〉で「〜の邪魔をする、妨げとなる」という重要熟語を組み合わせた形。,４択問題
"Outside Japan, manga is on the march around the world. Some bookstores have doubled the space (      ) to manga in the past three years.",consumed/devoted/carrying/managing,devoted,慶應義塾大,名詞 the space を後ろから修飾する過去分詞を選ぶ。〈devote A to B〉で「AをBに捧げる、充てる」という重要表現の受動表現（space devoted to manga ＝ マンガに充てられたスペース）となる。,４択問題
Cabinet members will sign a document (      ) all countries to cut their carbon emissions.,calling on/naming after/singling out/writing off,calling on,慶應義塾大,名詞 a document を後ろから修飾する現在分詞（〜するような文書）を選ぶ。〈call on A to do〉で「A（人や国）に〜するように求める、要求する」という重要語法・熟語が文脈に合致する。,４択問題
I’d like to (      ) a complaint about the poor service to the manager.,claim/explain/make/tell,make,学習院大,〈make a complaint〉で「苦情を言う、クレームをつける」という最頻出の重要熟語。日本語の「クレームをつける」につられてclaimを選ばないように注意。,４択問題
(      ) the temple once stood there is now a big car park.,That/When/Where/While,Where,学習院大,関係副詞のwhereが先行詞（the placeなど）を中に含んで、「〜する場所」という名詞節（文の主語）を作っている形。「かつてその寺が立っていた場所は、今は大きな駐車場になっている」となる。,４択問題
"When we went to the supermarket, we saw that several of the things we usually buy there were (      ), so we bought them and saved a lot of money.",discount/low price/on sale/price down,on sale,学習院大,文脈から「売り出し中で、安売りされて」という意味の熟語を選ぶ。〈on sale〉が正解（price downは和製英語、discountは名詞か他動詞、low price は名詞なのでwereの後ろに直接置く補語としては不適切）。,４択問題
"Because it offers no (      ), the treatment is still considered experimental.",excuses/guarantees/insurance/profit,guarantees,学習院大,文脈に合う名詞を選ぶ。「何の【保証】もないため、その治療法はいまだに実験的なものとみなされている」となる。guaranteeは「保証、確約」という意味の名詞。,４択問題
"If I could find her address, I (      ) send her an invitation to the party.",am able to/want to/will/would,would,学習院大,If節の中が could find（過去形）になっているため、現在の事実に反する仮定を表す「仮定法過去」の文。帰結節の空所には〈助動詞の過去形（would）〉を入れる。,４択問題
My parents (      ) a child. 【私の両親は私を子ども扱いする。】 【並べ替え】,if/me/were/treat/as/I,treat me as if I were,中央大,「まるで〜であるかのように」を表す〈as if + 仮定法（過去形）〉の構文を作る。主語Iの後のbe動詞はwereになる。文脈は「私の両親は、まるで私が子どもであるかのように私を扱う」となる。完成文：My parents treat me as if I were a child.,並べ替え
He (      ) answer. 【彼は返事に困った。】 【並べ替え】,an/loss/for/at/a/was,was at a loss for an,中央大,〈be at a loss for ~〉で「〜に困る、〜に途方に暮れる」という超重要熟語。answer（返事）は母音から始まる可算名詞なので、直前には不定冠詞の an を置く。完成文：He was at a loss for an answer.,並べ替え
I (      ). 【私は窓を全て閉めたままで寝た。】 【並べ替え】,went/closed/all the windows/to/with/bed,went to bed with all the windows closed,中央大,「寝た（went to bed）」を配置し、その後ろに「〜の状態で」という付帯状況を表す〈with +名詞 + 分詞〉の塊を続ける。all the windows（すべての窓）と close（閉める）の関係は「閉められる」という受動なので、過去分詞の closed を選ぶ。完成文：I went to bed with all the windows closed.,並べ替え
You might as (      ). 【タクシーに乗るくらいなら歩いた方がましだ。】 【並べ替え】,well/take/taxi/as/a/walk,well walk as take a taxi,中央大,〈might as well A as B〉で「BするくらいならAする方がましだ」という助動詞を用いた最頻出の比較構文。AとBにはそれぞれ動詞の原形（walk と take）が入る。完成文：You might as well walk as take a taxi.,並べ替え
